full_name,height_cm,weight_kgs
Anaitz Arbilla Zabala,152.4,76.2
Stephan Lichtsteiner,182.88,76.2
Juan Guilherme Nunes Jesus,185.42,83
Angelo Obinze Ogbonna,190.5,86.2
Vladimír Darida,170.18,64
Marvin Plattenhardt,154.94,76.2
Pascal Groß,154.94,78
Oscar Wendt,154.94,82.1
Jonatan Soriano Casas,154.94,72.1
Remo Freuler,154.94,77.1
Gérson Adriano Gutierres Serra,185.42,73
Pablo Pérez,175.26,79.8
Lewis Cook,175.26,71.2
Mario Hermoso Canseco,182.88,73.9
Garry Mendes Rodrigues,172.72,69.9
Bruno González Cabrera,185.42,86.2
Daniel Nii Tackie Mensah Welbeck,185.42,73
Emre Akbaba,154.94,73
Javier Fuego Martínez,182.88,73.9
Gustavo Leonardo Bou,152.4,79.8
Matt Ritchie,172.72,76.2
Manolo Gabbiadini,154.94,74.8
Mehdi Carcela-González,175.26,67.1
Karim El Ahmadi Al Aroos,154.94,71.2
James Maddison,175.26,73
Frank Yusty Fabra Palacios,172.72,72.1
Nahuel Ignacio Guzmán,193.04,93.9
Vadis Odjidja-Ofoe,182.88,78.9
Marcus Wendel Valle da Silva,154.94,66.2
Tobias Strobl,187.96,77.1
Clément Grenier,185.42,72.1
Serhiy Sydorchuk,187.96,79.8
Jorrit Hendrix,154.94,74.8
Javier Horacio Pinola,154.94,78.9
Marvelous Nakamba,175.26,78.9
Jean-Eric Maxim Choupo-Moting,190.5,91.2
Eljero Elia,175.26,77.1
Sergio García de la Fuente,175.26,72.1
Guillaume Hoarau,193.04,84.8
Marek Suchý,182.88,83.9
Mathieu Dossevi,172.72,64.9
Ruud Vormer,152.4,78.9
Jonjo Shelvey,182.88,79.8
Gervais Lombe Yao Kouassi,152.4,66.2
Guilherme Alvim Marinato,195.58,94.8
James Tomkins,193.04,73.9
Ryan Bertrand,152.4,84.8
David Ángel Abraham,187.96,83.9
Daniel Filipe Martins Carriço,154.94,79.8
Nicolas Pallois,187.96,88.9
Cenk Tosun,182.88,78
Martín Cáceres,154.94,78
Darijo Srna,152.4,78
Francisco Javier  García Fernández,185.42,82.1
Jose Holebas,185.42,81.2
Artem Dzyuba,195.58,91.2
本田 圭佑,182.88,73.9
Claudio Andrés Bravo Muñoz,182.88,79.8
Rafael Tolói,185.42,74.8
Morgan Schneiderlin,185.42,74.8
Max-Alain Gradel,152.4,69.9
Sergi Gómez Solà,185.42,77.1
Jaume Vicent Costa Jordá,170.18,62.1
Pedro Pablo Hernández,185.42,81.2
Robin van Persie,187.96,71.2
Kevin Mirallas,182.88,72.1
Sérgio Miguel Relvas de Oliveira,154.94,78
Aaron Mooy,172.72,72.1
Daniel Baier,175.26,78
Davy Pröpper,185.42,78.9
Terence Kongolo,187.96,69.9
Jamaal Lascelles,187.96,88.9
Tonny Emilio Trindade de Vilhena,175.26,71.2
Adrien Trebel,175.26,73.9
Konstantinos Fortounis,154.94,76.2
Kenny Lala,152.4,78
Baptiste Reynet,185.42,84.8
Santiago Damián García Correa,154.94,79.8
Raúl Alonso Jiménez Rodríguez,190.5,81.2
Juan Bernat Velasco,170.18,67.1
Fayçal Fajr,152.4,71.2
Lucas Castro,182.88,78
Alessio Cragno,182.88,78
Leonardo Pavoletti,187.96,84.8
Vlad Chiricheş,182.88,74.8
Mattia De Sciglio,182.88,78
Denis Cheryshev,152.4,73.9
Maximilian Arnold,182.88,73.9
Leandro Trossard,172.72,67.1
Robin Olsen,195.58,86.2
Ryan Fraser,162.56,69.9
Bertrand Traoré,154.94,73
Matheus Lima Magalhães,187.96,76.2
Gabriel Appelt Pires,187.96,82.1
Bryan Cristante,185.42,79.8
酒井 宏樹,182.88,69.9
Filip Kostić,182.88,82.1
Omar Mascarell González,154.94,76.2
Gaëtan  Laborde,154.94,78
Marcel Halstenberg,187.96,82.1
Domenico Berardi,182.88,72.1
Rubén Peña Jiménez,170.18,64.9
Armindo Tué Na Bangna,172.72,69.9
Pere Pons Riera,152.4,69.9
Odisseas Vlachodimos,187.96,77.1
Max  Meyer,172.72,68
Roberto Gagliardini,190.5,77.1
Pione Sisto Ifolo Emirmija,172.72,68.9
Ricardo Sousa Esgaio,172.72,68
Mario Lemina,182.88,84.8
Wylan Cyprien,154.94,74.8
Niklas Stark,190.5,81.2
Nabil Bentaleb,187.96,78
Diego Laxalt,152.4,68
Bartolomeu Jacinto Quissanga,154.94,77.1
Maximiliano Eduardo Meza,154.94,76.2
Giovanni Pablo Simeone,154.94,81.2
Djené Dakonam Ortega,175.26,71.2
Rodrigo Andrés Battaglia,187.96,78.9
Antonio Sanabria,154.94,73.9
Jason Denayer,182.88,79.8
Yerry Mina,195.58,93.9
Nico Elvedi,187.96,78
Petros Matheus dos Santos Araujo,154.94,77.1
Ruben Aguilar,172.72,71.2
Omar Al Soma,190.5,86.2
Àlex Granell Nogué,175.26,69.9
Wout Weghorst,198.12,83.9
Adam Marušić,185.42,84.8
Borja Iglesias Quintas,187.96,86.2
Nicolò Barella,172.72,68
Joan Jordán Moreno,182.88,73.9
Diogo José Teixeira da Silva,152.4,73
Joe Gomez,187.96,77.1
Nadiem Amiri,154.94,73
Alexandr Golovin,154.94,68.9
Mahmoud Hassan,152.4,78
Marcos Guillermo Díaz,187.96,83.9
Daniel Castelo Podence,162.56,64.9
Rodrigo Bentancur Colmán,187.96,72.1
Christian Pulisic,152.4,68.9
Yeray Álvarez López,182.88,78
Davide Calabria,175.26,69.9
Ben Chilwell,152.4,77.1
Pierre Lees-Melou,185.42,68.9
Ronaldo Diego Esler Domingues,167.64,64.9
Claudio Nuno Coíntra Calegari,175.26,71.2
Everton Jorge Simão Resende,175.26,74.8
Sidney Adrián Pessoa Vidigal,187.96,84.8
Alban Lafont,193.04,82.1
Ruslan Malinovskyi,154.94,84.8
Amine Harit,154.94,67.1
Wesley Moraes Ferreira da Silva,190.5,93.9
Achraf Hakimi Mouh,154.94,73
Manuel Lazzari,175.26,67.1
Diadie Samassékou,152.4,68
Cengiz Ünder,172.72,66.2
David Neres Campos,175.26,66.2
Theo  Walcott,175.26,68
Samir Nasri,175.26,74.8
Luis Antonio Valencia Mosquera,154.94,83
Andrea Masiello,182.88,82.1
Steven Defour,175.26,72.1
José Miguel da Rocha Fonte,187.96,81.2
Daniel Andre Sturridge,154.94,76.2
Daniel Wass,154.94,73.9
David Ospina Ramírez,182.88,79.8
Pontus Wernbloom,187.96,83.9
Ángel Luís Rodríguez Díaz,172.72,68
Francisco Casilla Cortés,190.5,86.2
Etienne Capoue,190.5,87.1
Javier Hernández Balcázar,175.26,73
Eder Citadin Martins,152.4,72.1
Séamus Coleman,152.4,77.1
Marcelo Antônio Guedes Filho,190.5,84.8
Adam David Lallana,152.4,73
長谷 部誠,154.94,72.1
Stevan Jovetić,182.88,78.9
Mamadou Sakho,187.96,83
Fabian Delph,175.26,78
Gabriel Iván Mercado,154.94,83
Bruno  Soriano Llido,182.88,73
Fernando Francisco Reges,182.88,76.2
Lucas David Pratto,187.96,91.2
Sofiane Feghouli,175.26,74.8
Mariano Ferreira Filho,152.4,68.9
Nikola Kalinić,187.96,79.8
Ron-Robert Zieler,187.96,81.2
Kwadwo Asamoah,172.72,74.8
Igor Smolnikov,152.4,69.9
Alex Teixeira dos Santos,172.72,69.9
Ryad Boudebouz,152.4,73.9
Victor Wanyama,182.88,87.1
Sebastian Rudy,152.4,73.9
Francis Coquelin,152.4,73.9
Markel Susaeta Laskurain,152.4,68
Josef de Souza Dias,187.96,79.8
Benjamin Hübner,193.04,86.2
Jack Wilshere,172.72,68
Vicente Iborra de la Fuente,190.5,91.2
Rafael Pereira da Silva,172.72,78
Callum Wilson,154.94,66.2
Daniel Caligiuri,182.88,79.8
Benjamin Stambouli,154.94,82.1
Ross Barkley,185.42,87.1
Danilo Luiz da Silva,182.88,78
Michael Gregoritsch,193.04,87.1
Manuel Agudo Durán,175.26,72.1
José Ángel Gómez Campaña,152.4,69.9
Hans Vanaken,195.58,79.8
Steven Berghuis,182.88,74.8
Mark Uth,185.42,72.1
Djibril Sidibé,182.88,81.2
Milan Badelj,185.42,79.8
David López Silva,182.88,81.2
Gastón Exequiel Ramírez Pereyra,182.88,77.1
Jordan Veretout,175.26,67.1
Faustino Marcos Alberto Rojo,187.96,84.8
Jeffrey Gouweleeuw,187.96,78
Diego Demme,170.18,68
Gerard Deulofeu Lázaro,152.4,73
Sergi Darder Moll,154.94,71.2
James Tarkowski,193.04,81.2
Jannik Vestergaard,198.12,98
Davy Klaassen,152.4,69.9
José Luís Mendes Andrade,182.88,88
Loris Karius,187.96,87.1
Nick Pope,200.66,76.2
Alejandro Pozuelo Melero,172.72,72.1
John Anthony Brooks,193.04,78
Santiago Arias Naranjo,152.4,72.1
Roque Mesa Quevedo,170.18,73.9
Kurt Happy Zouma,190.5,96.2
Mário Rui Silva Duarte,170.18,67.1
Willi Orban,185.42,83
Denis Suárez Fernández,175.26,68.9
Karim Rekik,185.42,78.9
Daniele Baselli,182.88,69.9
Zouhair Feddal,190.5,83
Luka Milivojević,185.42,79.8
Sergio Rico González,193.04,88.9
Michael Keane,190.5,82.1
Roger Martí Salvador,152.4,73.9
Guido Pizarro,185.42,73.9
Sead Kolašinac,182.88,84.8
Joaquín Correa,187.96,77.1
Duván Zapata,187.96,88
Lucas Alario,182.88,78
Davide Zappacosta,182.88,72.1
Allan Saint-Maximin,172.72,67.1
Diego Carlos Santos Silva,185.42,86.2
Martin Dúbravka,190.5,79.8
Harry Winks,175.26,73.9
Franco Cervi,165.1,62.1
Valentin Rongier,172.72,69.9
David Soria Solís,193.04,84.8
Karl Brillant Toko Ekambi,185.42,73.9
Dyego Wilverson Ferreira Sousa,190.5,83
Cristian David Pavón,175.26,78
Martín Campaña,185.42,74.8
Abdou Diallo,185.42,78.9
Marcos Llorente Moreno,182.88,73
Benjamin Verbič,152.4,69.9
Maximilian Eggestein,154.94,74.8
Thilo Kehrer,185.42,76.2
Gonzalo Nicolás Martínez,172.72,74.8
Benjamin Pavard,185.42,76.2
Lucas Tousart,185.42,83
Marko Dmitrović,193.04,89.8
Francisco das Chagas Soares dos Santos,187.96,82.1
Lorenzo Pellegrini,185.42,77.1
Ferland Mendy,152.4,73
Andrey Lunev,187.96,79.8
Maikel Renan Catarino Fagundes,152.4,74.8
A. Benjamin Chiamuloira Paes,182.88,78.9
Melvin Luan Parrela Porfírio,187.96,88
Bernard Gabriel Prestão Chaves,185.42,79.8
Luan Vágner Boas Macedo,175.26,73
Franck Yannick Kessié,182.88,76.2
Trent Alexander-Arnold,154.94,68.9
Lautaro Martínez,175.26,78.9
Jadon Sancho,154.94,76.2
Raphael Dias Belloli,175.26,68
Lucas Tolentino Coelho de Lima,154.94,72.1
Federico Chiesa,175.26,69.9
Rúben Alves Dias,185.42,82.1
Éder Gabriel Militão,185.42,78.9
Viktor Tsygankov,152.4,68.9
Lorenzo Morón García,187.96,82.1
Ştefan Daniel Radu,182.88,78.9
Martin Škrtel,190.5,81.2
Raúl García Escudero,182.88,83
Diego Hernán Váleri,152.4,74.8
Domenico Criscito,182.88,74.8
Antonio Candreva,154.94,69.9
Sergio Germán Romero,193.04,87.1
Iván Marcano Sierra,187.96,77.1
Pedro León Sánchez Gil,182.88,73
Valter Birsa,182.88,81.2
Ignacio Piatti,154.94,76.2
Kévin Gameiro,172.72,69.9
Augusto Matías Fernández,152.4,73
Mathieu Valbuena,167.64,63
Beñat Etxebarria Urkiaga,152.4,76.2
Ignacio Monreal Eraso,152.4,72.1
Vitorino Gabriel  Pacheco Antunes,175.26,68.9
Alexandre Rodrigues da Silva,154.94,81.2
Sidnei Rechel da Silva Júnior,187.96,88
Anthony Modeste,187.96,83.9
Adil Rami,190.5,89.8
Diego Perotti,152.4,69.9
Ömer Toprak,185.42,83
Mateo Pablo Musacchio,154.94,73
Sven Ulreich,193.04,83.9
Yann Gérard M'Vila,182.88,79.8
Ignacio Camacho Barnola,182.88,74.8
Nicolas N'Koulou,182.88,77.1
Manuel Lanzini,167.64,59
香川 真司,175.26,68
Vicente Guaita Panadero,190.5,79.8
Luuk de Jong,187.96,86.2
Chris Smalling,193.04,81.2
Iago Falqué Silva,175.26,68.9
Jeroen Zoet,187.96,88
Daley Blind,154.94,72.1
Maicon Pereira Roque,190.5,88.9
Roberto Pereyra,182.88,77.1
Ricardo Rodríguez,154.94,77.1
Germán Alejandro Pezzella,185.42,81.2
Daniel Didavi,154.94,77.1
André Gomes Magalhaes de Almeida,185.42,79.8
Andriy Yarmolenko,190.5,83
Sergio Enrich Ametller,154.94,77.1
Pavel Kadeřábek,182.88,81.2
Héctor Bellerín Moruno,152.4,73.9
Tomáš Vaclík,187.96,84.8
Eran Zahavi,182.88,71.2
Íñigo Martínez Berridi,182.88,77.1
Michy Batshuayi Tunga,185.42,78
Cristian Portugués Manzanera,152.4,69.9
乾 貴士,170.18,63
Bernard  Anício Caldeira Duarte,165.1,59.9
Ben Davies,182.88,76.2
Luke Shaw,154.94,74.8
Taras Stepanenko,154.94,76.2
Manuel Trigueros Muñoz,152.4,74.8
Leandro Paredes,154.94,74.8
Carlos Arturo Bacca Ahumada,154.94,77.1
Yussuf Yurary Poulsen,193.04,78
Hakan Çalhanoğlu,152.4,76.2
Emre Can,182.88,82.1
Nathan Aké,154.94,74.8
Frederico R. de Paula Santos,170.18,64
Fernando Pacheco Flores,185.42,81.2
Juan Fernando Quintero,167.64,67.1
Elseid Hysaj,182.88,69.9
Morgan Sanson,154.94,73
Nicolás Alejandro Tagliafico,172.72,64.9
André Filipe Tavares Gomes,187.96,83.9
José Luís Gayà Peña,172.72,66.2
Santiago Mina Lorenzo,154.94,77.1
Marcos Paulo Mesquita Lopes,175.26,68
Andreas Christensen,187.96,81.2
Franco Armani,187.96,88
Gerónimo Rulli,187.96,83.9
Keita Baldé,154.94,79.8
Iñaki Williams Arthuer,185.42,78.9
Jean Michaël Seri,170.18,73
Rafael Alexandre Fernandes Ferreira da Silva,172.72,66.2
Mahmoud Dahoud,152.4,68
Matias Vecino,187.96,81.2
Ante Rebić,185.42,78
Mattia Caldara,187.96,79.8
Raúl Michel Melo da Silva,187.96,81.2
Mariano Díaz Mejía,154.94,76.2
Julian Weigl,185.42,72.1
Marcos Javier Acuña,172.72,68.9
David Villa Sánchez,175.26,68.9
James Philip Milner,175.26,69.9
Luís Carlos Almeida da Cunha,152.4,69.9
Jesús Navas González,170.18,59.9
Santiago Cazorla González,167.64,64.9
Bafétimbi Gomis,182.88,77.1
Łukasz Fabiański,190.5,83
Renato  Soares de Oliveira Augusto,185.42,86.2
Carlos Alberto Vela Garrido,152.4,77.1
Danny Rose,175.26,76.2
Erik Lamela,182.88,79.8
Łukasz Piszczek,182.88,78.9
Kevin-Prince Boateng,185.42,86.2
Sven Bender,185.42,81.2
Simon Thorup Kjær,187.96,83.9
Benedikt Höwedes,187.96,77.1
Fernando Muslera,190.5,73.9
Ljubomir Fejsa,182.88,79.8
Cristhian Ricardo Stuani Curbelo,185.42,72.1
Lars Stindl,154.94,79.8
Fyodor Smolov,187.96,79.8
Steven N'Kemboanza Mike Christopher Nzonzi,195.58,74.8
Kevin Trapp,187.96,86.2
Givanildo Vieira de Souza,154.94,84.8
Iker Muniain Goñi,170.18,63
Stephan El Shaarawy,152.4,72.1
Eduardo Antonio Salvio,172.72,77.1
Javier Matías Pastore,187.96,78
Ander Herrera Agüera,182.88,69.9
Mario Götze,175.26,74.8
Kevin Vogt,193.04,84.8
Alphonse Areola,195.58,93.9
Jesús Corona,172.72,62.1
Dejan Lovren,187.96,83.9
Simone Verdi,170.18,60.8
Dušan Tadić,154.94,76.2
Charles Mariano Aránguiz Sandoval,170.18,69.9
Granit Xhaka,185.42,82.1
Víctor Machín Pérez,185.42,78.9
Lucas Digne,152.4,73.9
Nico Schulz,154.94,78
Kevin Volland,152.4,84.8
Josip Iličić,190.5,78.9
Faouzi Ghoulam,182.88,79.8
João Mário Naval Costa Eduardo,152.4,73
Ángel Correa,170.18,68
Daniel García Carrillo,154.94,79.8
Marcelo Brozović,154.94,68
José Luis Morales Nogales,154.94,69.9
Tiémoué Bakayoko,187.96,84.8
Victor Nilsson Lindelöf,187.96,79.8
Daniel Ceballos Fernández,152.4,69.9
Rúben Diogo da Silva Neves,154.94,79.8
Eric Bailly,185.42,77.1
Pablo Fornals Malla,152.4,67.1
Gelson Dany Batalha Martins,172.72,73.9
Onyinye Wilfred Ndidi,182.88,73.9
Moussa Marega,185.42,83
Nélson Cabral Semedo,152.4,67.1
Manuel Obafemi Akanji,187.96,84.8
Leon Bailey Butler,152.4,78.9
Laureano Thomas Santeiro Marre,170.18,63
Miguel Almirón,175.26,63
Luka Jović,182.88,87.1
Kai Havertz,187.96,83
José Manuel  Reina Páez,187.96,92.1
Petr Čech,195.58,89.8
Aritz Aduriz Zubeldia,182.88,78
Daniel Alves da Silva,172.72,68
Héctor Miguel Herrera López,182.88,72.1
Lucas Rodrigo Biglia,152.4,63
Fabio Quagliarella,154.94,78.9
Moussa Sidi Yaya Dembélé,185.42,82.1
João Filipe Iria Santos Moutinho,170.18,60.8
Francesc Fàbregas i Soler,152.4,77.1
Andrea Consigli,187.96,82.1
Steve Mandanda,185.42,82.1
Laurent Koscielny,185.42,74.8
Emiliano Viviano,195.58,89.8
Jardel Nivaldo Vieira,193.04,87.1
Ezequiel Marcelo Garay,187.96,89.8
José Andrés Guardado Hernández,170.18,67.1
Antonio Adán Garrido,190.5,92.1
Juan Manuel Mata García,170.18,60.8
Olivier Giroud,193.04,92.1
Ralf Fährmann,198.12,98
Federico Julián Fazio,195.58,84.8
Vedran Ćorluka,193.04,83.9
Pedro Eliezer Rodríguez Ledesma,170.18,64.9
Kevin Strootman,185.42,79.8
Kamil Glik,190.5,79.8
Shkodran Mustafi,182.88,82.1
Danijel Subašić,190.5,83.9
Henrikh Mkhitaryan,152.4,74.8
Thomas Delaney,182.88,78.9
Xherdan Shaqiri,170.18,72.1
Mário Figueira Fernandes,187.96,79.8
Willian José da Silva,187.96,93
Sebastián Coates Nión,195.58,92.1
Marc Bartra Aregall,182.88,73
Jonathan Viera Ramos,170.18,64
Luis Alberto Romero Alconchel,182.88,73.9
Wilfried Zaha,154.94,66.2
Cédric Bakambu,182.88,73
Wissam Ben Yedder,170.18,68
Jasper Cillessen,185.42,83
Francisco Alcácer García,175.26,72.1
Benjamin Lecomte,185.42,78
Álvaro Borja Morata Martín,187.96,84.8
Gabriel Armando de Abreu,187.96,78.9
Rafael Alcântara do Nascimento,175.26,71.2
Salif Sané,195.58,84.8
Thomas Meunier,190.5,89.8
Karim Bellarabi,182.88,81.2
Harry Maguire,193.04,99.8
Alessandro  Florenzi,172.72,67.1
Arkadiusz Milik,185.42,78
Antonio Rüdiger,190.5,84.8
Sébastien Haller,190.5,91.2
Franco Vázquez,185.42,82.1
Jesse Lingard,175.26,62.1
Josef Alexander Martínez,170.18,68.9
Emil Forsberg,152.4,73.9
Andrea Belotti,154.94,72.1
Jamie Vardy,152.4,73.9
Thomas Partey,185.42,77.1
Alejandro Grimaldo García,170.18,68.9
Piotr Zieliński,154.94,74.8
Daniele Rugani,190.5,83.9
Kerem Demirbay,182.88,72.1
Thomas Strakosha,193.04,78
Federico Bernardeschi,185.42,77.1
Jiří Pavlenka,195.58,81.2
Iker Casillas Fernández,185.42,83.9
Daniele De Rossi,182.88,83
Rune  Almenning Jarstein,190.5,82.1
Andrea Barzagli,187.96,87.1
Franck Bilal Ribéry,170.18,72.1
Kasper Schmeichel,187.96,88.9
Salvatore Sirigu,193.04,79.8
Sokratis Papastathopoulos,185.42,84.8
Lucas  Pezzini Leiva,152.4,78
Jonas Gonçalves Oliveira,154.94,73.9
Dimitri  Payet,175.26,77.1
Lars Bender,185.42,81.2
Javier Martínez Aginaga,193.04,86.2
Rui Pedro dos Santos Patrício,190.5,83.9
Sergio  Asenjo Andrés,187.96,87.1
David Luiz Moreira Marinho,187.96,86.2
Georginio Wijnaldum,175.26,68.9
Aleksandar Kolarov,187.96,81.2
Oscar dos Santos Emboaba Júnior,152.4,66.2
Bas Dost,195.58,88.9
Sergio Canales Madrazo,154.94,73.9
Bernd Leno,190.5,83
Marcos Alonso Mendoza,187.96,87.1
Koen Casteels,198.12,86.2
Idrissa Gana Gueye,175.26,66.2
Oliver Baumann,187.96,82.1
Norberto Murara Neto,190.5,83.9
Kevin Kampl,152.4,67.1
Luís Miguel Afonso Fernandes,152.4,72.1
Rodrigo Moreno Machado,182.88,77.1
Pablo Sarabia García,175.26,69.9
Sergio Roberto Carnicer,152.4,68
Francesco Acerbi,193.04,88
Timo Horn,193.04,89.8
José Ignacio Fernández Iglesias,154.94,76.2
Danilo Luís Hélio Pereira,187.96,83
Lucas Rodrigues M. Silva,175.26,69.9
Julian Draxler,187.96,77.1
Jesús Joaquín Fernández Sáez,175.26,69.9
Thorgan Hazard,175.26,68.9
John Stones,187.96,69.9
Stefan Savić,187.96,78.9
Jordan Pickford,185.42,77.1
Andrew Robertson,152.4,64
Andrej Kramarić,152.4,73
Corentin Tolisso,154.94,81.2
Lucas Hernández,182.88,76.2
Naby Keïta,172.72,64
Presnel Kimpembe,187.96,79.8
Lourival Adnan Beretta Barbosa,187.96,83
Josué Durval Chiamulera Vaz,185.42,79.8
Ronaldo Jailson Cabrais Petri,152.4,74.8
Gabriel Fernando de Jesus,175.26,73
Gianluigi Donnarumma,195.58,89.8
Marcus Rashford,185.42,69.9
Matthijs de Ligt,187.96,88.9
Arjen Robben,154.94,79.8
Ricardo Andrade Quaresma Bernardo,175.26,67.1
Alejandro Darío Gómez,165.1,68
Raúl Albiol Tortajada,190.5,82.1
Radamel Falcao García Zárate,152.4,72.1
Stéphane Ruffier,187.96,93
João Miranda de Souza Filho,185.42,78
Ronaldo  Aparecido Rodrigues,198.12,91.2
Yann Sommer,182.88,78.9
Éver Maximiliano David Banega,175.26,71.2
Diego da Silva Costa,187.96,86.2
Sami Khedira,187.96,89.8
Willian Borges da Silva,175.26,78
Alexis Alejandro Sánchez Sánchez,170.18,62.1
José María Callejón Bueno,152.4,73
İlkay Gündoğan,154.94,79.8
Kyle Walker,182.88,69.9
Roman Bürki,187.96,84.8
Asier Illarramendi Andonegi,152.4,74.8
Lukáš Hrádecký,193.04,84.8
Nemanja Matić,193.04,84.8
Nicolás Hernán Otamendi,182.88,81.2
Iago Aspas Juncal,175.26,67.1
Juan Cuadrado,152.4,72.1
David Olatukunbo Alaba,154.94,76.2
Mattia Perin,187.96,77.1
Stefan de Vrij,187.96,78
Allan Marques Loureiro,175.26,73.9
Felipe  Anderson Pereira Gomes,175.26,69.9
Memphis Depay,175.26,78
Florian Thauvin,152.4,69.9
Képler Laveran Lima Ferreira,187.96,81.2
Vincent Kompany,190.5,84.8
Filipe Luís Kasmirski,182.88,73.9
Blaise Matuidi,154.94,74.8
Mesut Özil,154.94,76.2
Axel  Witsel,187.96,81.2
Radja Nainggolan,175.26,77.1
Edin Džeko,193.04,79.8
Ivan Perišić,185.42,79.8
Mario Mandžukić,190.5,84.8
Arturo Vidal,154.94,74.8
Ángel Fabián Di María Hernández,154.94,68.9
Jérôme Boateng,193.04,89.8
Yacine Brahimi,175.26,66.2
José Paulo Bezzera Maciel Júnior,182.88,71.2
Daniel Parejo Muñoz,182.88,73.9
Douglas Costa de Souza,172.72,69.9
Kostas Manolas,187.96,83
Alexandre Lacazette,175.26,73
Jorge Resurrección Merodio,175.26,73.9
Anthony Lopes,182.88,81.2
손흥민 孙兴慜,182.88,64.9
Riyad Mahrez,152.4,67.1
Daniel Carvajal Ramos,172.72,73
Marcos  Aoás Corrêa,182.88,74.8
Saúl Ñíguez Esclápez,182.88,77.1
Bamidele Alli,187.96,79.8
Aymeric  Laporte,187.96,84.8
Sergej Milinković-Savić,190.5,76.2
Karim Benzema,185.42,81.2
Miralem Pjanić,152.4,72.1
Leonardo Bonucci,190.5,84.8
César Azpilicueta Tanco,152.4,76.2
Wojciech  Szczęsny,195.58,89.8
Thomas Müller,185.42,74.8
Alex Sandro Lobo Silva,154.94,79.8
Romelu Lukaku,190.5,93.9
Marco Verratti,165.1,59.9
Raphaël Varane,190.5,81.2
Roberto Firmino Barbosa de Oliveira,154.94,76.2
Sadio Mané,175.26,68.9
Ederson Santana de Moraes,187.96,86.2
Joshua Kimmich,175.26,69.9
Bernardo Mota Veiga de Carvalho e Silva,172.72,64
Leroy Sané,182.88,74.8
Raheem Sterling,170.18,68.9
Samuel Umtiti,182.88,74.8
Alisson Ramses Becker,190.5,91.2
Gianluigi Buffon,193.04,92.1
Gerard Piqué Bernabéu,193.04,84.8
Samir Handanovič,193.04,92.1
Thiago Emiliano da Silva,182.88,82.1
Hugo Lloris,187.96,82.1
Gareth Frank Bale,185.42,82.1
Mats  Hummels,190.5,92.1
Marco Reus,154.94,71.2
Pierre-Emerick Aubameyang,187.96,79.8
Philippe Coutinho Correia,172.72,68
N'Golo Kanté,167.64,72.1
Giorgio Chiellini,187.96,84.8
Sergio Ramos García,182.88,82.1
David Josué Jiménez Silva,172.72,67.1
Diego Godín,187.96,78
Toni Kroos,182.88,76.2
Robert Lewandowski,182.88,79.8
Jan Oblak,187.96,87.1
Harry Kane,187.96,88.9
Luis Alberto Suárez Díaz,182.88,86.2
Luka Modrić,172.72,66.2
Eden Hazard,172.72,76.2
Kevin De Bruyne,154.94,69.9
David De Gea Quintana,193.04,76.2
Neymar da Silva Santos Junior,175.26,68
Cristiano Ronaldo dos Santos Aveiro,187.96,83
Janni-Luca Serra,193.04,87.1
Angel Rodriguez,175.26,72.1
André Calisir,154.94,73.9
Róger Mauricio Torres Hoya,170.18,67.1
Rory  McKenzie,175.26,74.8
Michal Sipľak,182.88,79.8
Jan Bekkema,185.42,89.8
Abdulrahman Al Yami,175.26,64.9
